new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccc(C)cc1C=[N+]2c1ccccc1,0.7621083486535685,373.8092913,9400,60,8,1,72
CCCC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.7620663055659408,373.5922285,6200,60,8,1,22
CCc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7618108224537181,372.2759107,700,60,8,1,72
Cc1cccc(C)c1C1(C)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.761670135329461,371.553034,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7616215642290922,371.3037927,1300,60,6,1,26
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(-c3c(C(C)C)cccc3C(C)C)c2C)C=[N+]1C,0.7613523083083041,369.9251426,6200,30,8,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(CC)c3)=C(CC)c3cccc1[n+]32,0.7610743377912971,368.5072417,800,60,2,1,27
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccc(C)cc2C)[O]c2ccccc21,0.7610564584010278,368.4162269,9400,50,10,1,72
CCC1[O][Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[N+](c2ccccc2)=CC1C,0.7609238009621058,367.7416377,9400,60,8,1,72
Cc1ccc(F)c2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7607837491738004,367.0307871,700,70,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.7607174206458788,366.6946079,9400,50,10,1,72
Cc1ccc(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cc(C)ccc2C=[N+]3C)c1,0.7606619651511395,366.4137739,9400,50,10,1,72
CC1=[N+](Cc2cc(C)ccc2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.760595122661257,366.0755605,9400,50,10,1,72
Cc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7604029211586452,365.1047868,9400,60,10,1,72
CCC1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]C1)[O]C(C)CC=[N+]2c1ccccc1,0.7603612478561539,364.8946426,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C(C2CCCCCC2)C1,0.7602562983192683,364.3659538,9400,60,8,1,72
Cc1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c1,0.7601558435204198,363.860625,9400,50,10,1,72
CCc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7600580809560382,363.3695121,700,60,8,1,72
Cc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cccc1C=[N+]2c1ccccc1,0.7600557734062346,363.3579281,9400,55,8,1,72
[H]C[N+]1=Cc2cc(C)ccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cccc1C=[N+]2c1ccccc1,0.7599931459568738,363.0436758,9400,50,8,1,72
CC1=[N+](Cc2c(C)cccc2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7598197640024814,362.1750961,9400,50,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(Cc1c(C)cccc1C)=[N+]2c1ccccc1,0.7598014079368132,362.0832607,1300,60,8,1,22
CC1=[N+](Cc2ccc(C)cc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(C)cccc1C=[N+]2C,0.7597745129089204,361.9487469,9400,50,10,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(CC)c3cccc1[n+]32,0.7595916157318514,361.0353229,700,60,2,1,27
CCC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1C,0.7595643136882272,360.8991691,9400,30,8,1,72
Cc1cc(C)c2c(c1)C=[N+](c1cccc(F)c1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.759521147661947,360.6840071,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]C(C)(C)C1,0.7595030953931963,360.5940633,9400,60,8,1,72
Cc1ccc([N+]2=Cc3cccc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.759420156825027,360.1811173,9400,50,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cc(F)ccc1C=[N+]2C,0.7594164902250736,360.1628724,700,70,8,1,72
CCCc1cccc2c1C(C)=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7592975499475386,359.5715314,9400,60,8,1,72
[H]C[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.759190076504017,359.0380355,9400,60,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(F)cccc1C=[N+]2C,0.7590668618172478,358.4273744,700,75,10,1,72
CC1=[N+](Cc2cccc(C)c2)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(C)cccc1C=[N+]2C,0.7589951463144575,358.0724253,9400,50,8,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C1CCCC1)CC=[N+]2c1ccccc1,0.7589914212374048,358.053998,9400,60,8,1,72
Cc1c(C)c(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c(C)c1C,0.7589587632224382,357.8924851,9400,50,8,1,72
Cc1cc(F)c2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7587029649962423,356.6299314,700,70,8,1,72
CC(C)CC1(C)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7586941529048297,356.5865166,9400,60,8,1,72
CC1=[N+](c2ccc(C(C)C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7585902914217448,356.0752177,800,30,1,1,28
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3c(C)cc(C(C)C)cc3C(C)C)=C(C)c3cccc1[n+]32,0.7585814393475359,356.0316739,400,60,6,1,28
CC1=[N+](c2ccccc2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7583592823686904,354.9406123,700,50,10,1,72
[H]c1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cccc2C=[N+]1c1ccccc1,0.7582966918904896,354.633821,700,50,10,1,72
CCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2c1ccccc1,0.7582745617440242,354.5254121,9400,50,8,1,72
CCCCC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7581943654258465,354.1328321,700,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CC(C1CCCCC1)C(C)=[N+]2c1ccccc1,0.7578846799590024,352.6209245,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3c(C(C)C)cccc3C(C)C)=C(C)c3cccc1[n+]32,0.7577367582966484,351.9010395,700,60,6,1,27
[H]c1ccc([N+]2=Cc3cc(C)cc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.757370288694007,350.1238797,1300,50,8,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1c1ccccc1F)[N+](C)=C2,0.7572377101021581,349.4831654,6200,60,10,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1-c1ccccc1F,0.7572294479426519,349.4432756,6200,50,8,1,72
CCCCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cccc1[n+]32,0.7571464170666415,349.0426541,800,60,2,1,27
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1cccc(C)c1,0.7570692795872942,348.6708797,1300,60,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C)cccc2C)[O]c2ccccc21,0.7568924843968597,347.8202848,9400,50,10,1,72
CC(C)C1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1C,0.7566987678266042,346.8906602,9400,30,8,1,72
Cc1cc2c(cc1C)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7563825950623053,345.3787158,9400,50,10,1,72
CC1=[N+](c2ccccc2C)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.756334086624749,345.1473313,9400,60,8,1,72
CCCCCC[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7559185589690364,343.1716113,9400,30,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1c(C)cccc1C)[O]2,0.7559147932186554,343.153758,9400,50,10,1,72
Cc1ccc2c(c1)C(c1ccccc1F)=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.755866191978657,342.9234244,700,75,10,1,72
CC1CC=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]1)[O]C(C)CC=[N+]2c1ccccc1,0.7556680806630401,341.9861232,1300,60,8,1,22
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cccc(F)c1C=[N+]2C,0.75550875349721,341.234176,700,60,8,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(F)cccc3C=[N+]1C)[N+](C)=C2,0.7553601916862404,340.5345256,700,70,10,1,72
[H]c1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.75535362751065,340.5036448,9400,50,10,1,72
Cc1cc(F)cc2c1[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7553388681729818,340.4342206,9400,60,8,1,40
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2cccc(C)c2C)[O]c2ccccc21,0.7552576821927985,340.0525948,9400,50,10,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1F)=C2,0.7549038677761404,338.3944306,6200,60,8,1,72
CC(C)C1[O][Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[N+](c2ccccc2)=CC1C,0.754679208788274,337.3457575,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(F)cccc1F)=[N+]2c1ccccc1,0.7544233080054699,336.155211,6200,60,8,1,22
Cc1cccc2c1C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]CCC=[N+]1c1ccccc1)[O]2,0.7543827504110218,335.966908,800,60,8,1,22
CCCCCC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.7543686699308949,335.9015591,6200,30,8,1,22
CCCCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7541982688575667,335.1117171,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C,0.7540626393998819,334.484376,1300,60,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CC(C1CCCC1)C(C)=[N+]2c1ccccc1,0.7539400275534153,333.9182574,9400,60,8,1,72
CC(C)CC1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C1,0.7537657362479792,333.1151751,9400,30,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cc(C)cc1C=[N+]2C,0.7537609572866688,333.0931823,700,50,8,1,72
CC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C)c3c(C)ccc1[n+]32,0.7537157394859562,332.8851616,1300,60,10,1,26
CCc1cc2c(cc1C)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7536193478417991,332.4421536,700,50,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1C,0.7535256438895696,332.0120631,9400,60,10,1,72
CCCCc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7533168691053155,331.0558104,9400,60,8,1,72
Cc1cc(C)c(C[N+]2=Cc3cc(C)ccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1,0.7531895221499935,330.4738751,1300,60,10,1,22
[H]c1ccc2c(c1C)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7531382180960259,330.2397209,9400,50,8,1,72
Cc1ccc([N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2cccc(C)c2C=[N+]3c2ccccc2)cc1,0.7530058613454064,329.6364042,1300,55,8,1,22
Cc1cccc2c1C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7529871109725764,329.5510243,1300,55,10,1,22
[H]c1cc(C)cc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7529846108315074,329.5396416,9400,50,10,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.752908463664807,329.1931442,9400,50,10,1,72
Cc1cc(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1,0.7528148516274404,328.7676745,9400,50,10,1,72
CCC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)(C)C)cc3)=C(CC)c3cc(C)cc1[n+]32,0.7526351227897639,327.9523421,400,60,1,1,28
Cc1ccc2c(c1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7524080100399975,326.9249457,700,70,8,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C(C)C)CC=[N+]2c1ccccc1,0.7522985582382489,326.4309654,9400,60,10,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC(C(C)C)C=[N+]2c2ccccc2)[O]1,0.7522590891128578,326.2530157,9400,30,8,1,72
[H]CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cccc1[n+]32,0.75224691184793,326.1981331,1300,60,10,1,26
[H]c1cc(C)cc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.752185463341174,325.9213271,9400,60,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1C1CCCC1,0.7520583022077952,325.3492525,9400,60,8,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1ccccc1C,0.7519317439025003,324.7808869,9400,60,8,1,72
Cc1cc(C)c(C[N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3C)c(C)c1,0.751837486791766,324.3582292,1300,60,10,1,22
[H]CC(C)c1ccc([N+]2=C(C)c3cccc4[n+]3[Co-3]2([Cl])([Cl])[N+](c2ccccc2)=C4C)cc1,0.7517074658629037,323.7761057,700,60,6,1,27
CC1=[N+](CCc2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7516823089761473,323.6635952,9400,50,8,1,72
Cc1ccccc1C1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7516804368115908,323.6552238,9400,60,10,1,72
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1cccc(F)c1C=[N+]2c1ccccc1,0.7516505712961868,323.5217088,9400,60,10,1,40
CC1(C2CCCC2)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.751459257645824,322.667739,9400,60,10,1,72
CCc1cc2c(cc1C)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7514309772369158,322.5416946,700,75,8,1,72
Cc1ccc(C[N+]2=Cc3cccc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2c(C)cccc2C=[N+]3C)cc1,0.7513509216959301,322.1851581,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1ccccc1C)=[N+]2c1ccccc1,0.75130416330726,321.9770966,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7512740470530082,321.843159,1000,30,1,1,26
Cc1cc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc(C)c1C,0.7511839448560995,321.4427754,9400,50,10,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3CC)=C(CC)c3cccc1[n+]32,0.7511678856557763,321.371466,800,60,2,1,27
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(F)cccc2C=[N+]1C,0.7510807900266653,320.9850017,700,70,8,1,72
Cc1ccc2c(c1)[O][Ti-2]1([Cl])([Cl])([O]c3cccc(C)c3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7509942136003017,320.6013019,1300,55,8,1,22
[H]C1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3c(C)cccc3C=[N+]2C)[O]c2c(C)cccc21,0.7508514338632731,319.9695151,9400,60,10,1,72
CC1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]C1C1CCCCCC1,0.7506555783543513,319.1048979,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(F)cccc1C=[N+]2C,0.7506107179105563,318.9071875,6200,60,8,1,72
Cc1ccc(F)c2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7506032174719186,318.8741433,700,70,8,1,72
Cc1ccc2c(c1)C(F)=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7504182051055087,318.0601289,9400,60,10,1,40
CC1=[N+](c2ccc(C(C)C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7502297467248311,317.2330892,1000,60,6,1,26
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C1CCC1,0.7500739273245212,316.5509083,1300,60,8,1,22
CC1(C)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]1,0.7500656815966067,316.5148492,9400,60,10,1,72
CC1=[N+](c2ccccc2F)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3C(C)C)=C(C)c3cccc1[n+]32,0.7498975390758487,315.7804465,1300,60,10,1,26
Cc1cccc2c1C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)ccc(F)c2C=[N+]1C,0.7498448904102746,315.5508413,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CC(C1CCCCCC1)C(C)=[N+]2c1ccccc1,0.749844594201363,315.54955,9400,40,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2ccc(C)cc2C=[N+]1c1ccccc1,0.749827458277173,315.4748552,1300,55,10,1,22
CC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(F)cc3)=C(C)c3cccc1[n+]32,0.7498271842210976,315.4736607,6200,60,10,1,28
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1cccc(C)c1)=[N+]2c1ccccc1,0.7497779118417545,315.2589836,9400,30,8,1,72
Cc1ccc2c(c1)C=[N+](c1cccc(F)c1)[Ti-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7497626101281438,315.1923446,1300,60,8,1,22
CCc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1C,0.7494395175975685,313.7885596,700,50,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7491939180972865,312.7256534,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1ccc(C)cc1)=[N+]2c1ccccc1,0.7490810167335353,312.2382473,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7489958654385585,311.8711435,400,60,6,1,28
Cc1cc(C)c2c(c1)[O][Ti-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7489949540943496,311.8672168,1300,50,8,1,22
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(c1ccccc1F)=[N+]2C,0.7489468061650106,311.6598354,700,75,10,1,72
Cc1cc(C)c2c(c1)C(F)=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7489219434381221,311.5528014,700,60,10,1,40
Cc1cccc2c1C(F)=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7488122457986253,311.0809917,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(Cc1c(C)c(C)c(C)c(C)c1C)=[N+]2c1ccccc1,0.7486313905533325,310.3046926,1300,60,8,1,22
[H]c1ccc(C(C)C)c([N+]2=C(C)c3cccc4[n+]3[Co-3]2([Cl])([Cl])[N+](c2ccccc2C(C)C)=C4C)c1,0.7484220415843309,309.4085065,1100,60,6,1,27
CC1(C2CCCCCC2)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]1,0.7481769798822528,308.3627281,800,30,8,1,72
Cc1cccc2c1C=[N+](C)[Ti-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7479263506097984,307.2968466,1300,60,8,1,22
Cc1ccc(C[N+]2=Cc3ccc(C)cc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7478738148478895,307.0738889,9400,50,10,1,72
CC(C)CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.747804921735559,306.781757,9400,60,8,1,72
Cc1ccc2c(c1F)[O][Zr-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1C)[N+](C)=C2,0.7476675866772101,306.2002353,700,70,10,1,40
Cc1cccc2c1C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2cccc(F)c2C=[N+]1C,0.7475329739257951,305.6313105,9400,60,10,1,40
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1C,0.7474479514687682,305.2725179,9400,50,10,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(C)cc2C=[N+]1C,0.7472890051379325,304.6028979,9400,60,10,1,72
[H]c1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cc(C)cc3C=[N+]1C)[N+](C)=C2,0.7471462013085769,304.0025369,9400,60,8,1,72
CCC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.7466986880421783,302.1288017,1300,60,8,1,22
Cc1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c1C,0.7465023771377849,301.3104977,9400,50,10,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]1C)[N+](C)=C2,0.7465013033535056,301.3060278,9400,60,10,1,72
Cc1ccc([N+]2=Cc3ccc(C)cc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7463370321832246,300.6229922,9400,50,10,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1ccccc1C(C)=[N+]2c1ccccc1,0.7463014756221605,300.4753528,700,60,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(-c3c(C)cccc3C)c2C)C=[N+]1C,0.7459963803923269,299.2115007,9400,30,8,1,72
