new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
[Cl][Zr-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccccc1C=[N+]2c1ccc(C2CCCC2)cc1,0.8109346403736009,733.8509187,9400,55,8,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(C1CCCCCC1)=[N+]2c1ccccc1,0.8108020385250603,732.5077622,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1-c1cccc2ccccc12,0.8107456088011896,731.9369177,9400,30,4,1,72
CCCc1ccccc1[N+]1=C(C)CC[O][Zr-2]12([Cl])([Cl])[O]CCC(C)=[N+]2c1ccccc1,0.8107004916768166,731.4808318,9400,60,8,1,40
CC(C)c1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.8106295300072138,730.7640601,9400,30,8,1,72
Cc1cc2c(cc1F)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8106064236996636,730.5308188,6200,60,8,1,72
Fc1ccccc1C1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]C1)[O]c1ccccc1C=[N+]2c1ccccc1,0.8105451975007277,729.9131451,6200,30,8,1,72
Cc1ccc2c(c1)C=[N+](c1cccc(F)c1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8105000825984875,729.4583427,6200,60,8,1,72
CC1C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]C1)[O]CC(C1CCCCCCC1)C=[N+]2c1ccccc1,0.8104577274369135,729.031619,9400,60,8,1,40
CCC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.8104481127457722,728.9347868,9400,60,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(-c3c(F)c(F)c(F)c(F)c3F)c2C)C=[N+]1C,0.8103328063191777,727.7745056,6200,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(-c2ccccc2F)cc1,0.8102386699047879,726.8286191,6200,30,8,1,72
CC1(c2c(F)c(F)c(F)c(F)c2F)C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]C1)[O]c1ccccc1C=[N+]2c1ccccc1,0.8102361394304104,726.8032097,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1cccc(F)c1,0.8100488789581592,724.925328,6200,60,8,1,72
[Cl][Zr-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccccc1C=[N+]2c1ccc(C2CCCCC2)cc1,0.8099996510063725,724.4324672,9400,55,8,1,40
CC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.8099571959441235,724.0076844,1300,60,10,1,26
CCCc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.809729521325331,721.7339387,9400,30,8,1,72
CCCC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.8096929922173579,721.3697943,9400,60,10,1,72
Cc1ccccc1[N+]1=Cc2cccc(C)c2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cccc1C=[N+]2c1ccccc1,0.8096468304628772,720.9098887,9400,30,8,1,72
Cc1ccccc1[N+]1=CCC[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8096014654724937,720.4582068,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1Cc1ccccc1,0.8095775340513235,720.2200449,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1C1CCCC1,0.8093826519087094,718.2835352,9400,50,10,1,40
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1ccc(F)cc1,0.8092682450918497,717.1491212,6200,60,8,1,72
Cc1cccc2c1C(F)=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8091572904824677,716.0506493,6200,60,10,1,72
CCc1cccc([N+]2=Cc3cc(C)ccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.8089077428813938,713.586224,9400,30,8,1,72
Cc1c(C)c(C)c(C2(C)C=[N+](c3ccccc3)[Hf-2]3([Cl])([Cl])([O]C2)[O]c2ccccc2C=[N+]3c2ccccc2)c(C)c1C,0.8089055499725467,713.5646055,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(F)cc1[n+]32,0.8088464619069102,712.9823377,1300,60,10,1,26
Cc1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cc(C)ccc2C=[N+]3c2ccccc2)c1,0.8088264515526816,712.7852586,9400,30,8,1,72
Cc1cc2c(cc1Cc1ccccc1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8088251497794807,712.7724395,9400,30,8,1,72
CC1=[N+](Cc2ccc(C)c(C)c2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.8088194468083342,712.7162828,9400,30,10,1,72
CCc1ccccc1[N+]1=CCC[O][Zr-2]12([Cl])([Cl])[O]CCC(C)=[N+]2c1ccccc1,0.8088179120045426,712.7011704,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C2CC2)cc1,0.808661554814004,711.1632875,9400,60,8,1,40
CCCCCC[N+]1=C(C)c2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.8085127967171046,709.7032276,9400,60,8,1,40
CCCC1CC(C)=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.8083040579994861,707.659511,9400,60,8,1,72
Cc1ccc(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.8082890284895171,707.5125876,9400,30,8,1,72
C[N+]1=C(c2ccccc2F)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8080689386445014,705.3645543,6200,55,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2cccc(F)c2)[O]CC1,0.8079655425614153,704.3576817,9400,60,8,1,40
CCc1ccccc1[N+]1=C(C)CC[O][Zr-2]12([Cl])([Cl])[O]CCC=[N+]2c1ccccc1,0.8078734681661035,703.4622698,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(C)c2C)C=[N+]1c1ccccc1,0.8077866265096314,702.6187887,9400,30,8,1,72
Cc1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)c1,0.8076300695142049,701.1007264,9400,30,8,1,72
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccc(C)c(C)c2C)[O]c2ccccc21,0.8072385470080403,697.3186522,9400,30,10,1,40
[H]Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3c(C)cc(C)cc3C=[N+]1c1ccccc1)[O]2,0.8070592822274024,695.5937856,9400,30,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2CF)[O]c2ccccc21,0.8070082881493843,695.1039059,6200,60,10,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1F,0.8067831366999012,692.9450874,6200,60,10,1,72
CCC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.8066751437412869,691.9119995,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(F)cc(F)cc1F)=[N+]2c1ccccc1,0.8066246204867548,691.4292103,6200,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]C(C)CC=[N+]2c1ccccc1,0.8065541288352923,690.7561703,9400,60,8,1,72
[H]c1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]CCC=[N+]1c1ccccc1)[O]2,0.8062017416482473,687.4014595,9400,60,10,1,72
Cc1cc(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3C)c(C)c1,0.8061618387508777,687.022614,9400,30,10,1,72
CCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.8061374503673578,686.791169,700,50,10,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C(F)=[N+]1C)[N+](c1ccccc1)=C2,0.8061233308210995,686.6572106,6200,60,8,1,72
CCCCCC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.8060451548814956,685.9159933,9400,30,8,1,72
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)cc1,0.8058713838613162,684.2712656,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C2CCCCCC2)cc1,0.8058271383871546,683.8531163,800,60,8,1,72
CC1CC=[N+](c2ccc(C(C)C)cc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.8058169088204445,683.7564764,9400,60,8,1,40
CC(C)c1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.8057832839733139,683.4389149,9400,30,8,1,72
CCCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8056276662929936,681.9711422,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C)c(C)c(C)c(C)c1C)=[N+]2c1ccccc1,0.8055170720085529,680.9299429,1300,60,8,1,22
CC1=[N+](c2ccccc2C)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.8055008268364366,680.7771353,1300,60,10,1,26
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(Cc1c(C)cccc1C)=[N+]2c1ccccc1,0.8054710651764166,680.497276,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccccc2C)[O]c2ccccc21,0.8054631311768741,680.4226892,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccc(C(C)C)cc1,0.8051934061401003,677.8918878,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2cccc(C(C)C)c2)[O]CC1,0.8050503811952325,676.5537213,9400,60,8,1,40
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cc(C)ccc2C=[N+]3c2ccccc2)cc1,0.804928653916235,675.4169005,9400,30,8,1,72
CC1=[N+](c2ccc(C)cc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.8049158990353812,675.2978923,9400,60,8,1,40
CC1(c2c(F)cccc2F)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.8047514452118788,673.765348,6200,60,8,1,72
C[N+]1=C(c2cccc(F)c2F)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8047499797140099,673.7517066,6200,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(F)=[N+]2c1ccccc1,0.8047293529515994,673.5597355,6200,60,10,1,72
CCC1CC(C)=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]1,0.8044627730713755,671.0836198,9400,60,10,1,72
Cc1cccc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(F)c2C=[N+]1C,0.8044616204580856,671.0729336,6200,60,10,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(F)cc1[n+]32,0.8044531678257025,670.994572,1600,60,10,1,28
Cc1cc(F)cc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.8044409741170212,670.8815442,6200,50,8,1,72
Cc1ccc2c(c1F)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.8044150161952296,670.6409945,6200,50,8,1,72
Cc1ccc([N+]2=CCC[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.8043892676969673,670.4024707,9400,60,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1c(F)c(F)c(F)c(F)c1F,0.8043674129026812,670.2000832,6200,30,8,1,72
Cc1cc2c(cc1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.8042813866535484,669.4040259,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1C1CCCCCC1,0.8041848623739896,668.511949,9400,60,8,1,40
Cc1cc(F)c2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.8040248806582222,667.0360161,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccc(F)cc2)[O]CC1,0.8035727601363004,662.8825106,9400,60,8,1,40
CC1=[N+](CF)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.8035516343694138,662.6890678,6200,60,10,1,72
CCCC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.803445622256882,661.7191962,9400,60,10,1,40
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C)c(C)c(C)c(C)c2C)[O]c2ccccc21,0.8034081124364416,661.3763707,9400,60,10,1,40
Cc1ccc2c(c1F)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8032763341103254,660.1733743,6200,60,8,1,72
CC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(C)c3cccc1[n+]32,0.803229977857763,659.7507113,1300,60,10,1,26
CCCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2c1ccccc1,0.8031886535316057,659.3741562,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]C(C)CC=[N+]2c2ccccc2)[O]C(C)C1,0.8031263527022436,658.8068653,9400,30,10,1,72
C[N+]1=C(c2c(F)cccc2F)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8030669779967535,658.266673,6200,30,8,1,72
CC1(C2CCCCCC2)CC=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.8030605607505226,658.2083152,9400,60,8,1,40
Cc1ccc2c(c1)C(F)=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8030493925690579,658.1067654,700,60,10,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccc(C)cc1,0.8030254186602481,657.8888288,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C(F)=[N+]1C,0.8029895082284093,657.5625173,6200,60,8,1,72
Fc1cc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc(F)c1F,0.8027571631078653,655.4551478,6200,60,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.8026739221888837,654.7017973,9400,60,10,1,72
CCC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.8026453256024016,654.4431911,9400,60,10,1,40
Fc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.802638588271011,654.3822786,6200,50,8,1,72
Cc1ccc(C)c(C[N+]2=Cc3cccc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2c(C)cccc2C=[N+]3C)c1,0.8026334712446038,654.3360191,9400,30,10,1,72
CC(C)(C)c1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.8026163080888291,654.1808828,9400,30,8,1,72
CC1=[N+](c2ccccc2F)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.802365228148891,651.9155929,6200,60,8,1,72
Fc1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.8023521775843349,651.798063,6200,30,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.8023210858459415,651.5181444,6200,50,8,1,72
Cc1cccc2c1C(F)=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.8020586797461108,649.1604886,700,60,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2cccc(C)c2)[O]c2ccccc21,0.8020567160351902,649.1428774,9400,30,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1C,0.8020126690631438,648.7479737,6200,60,8,1,72
Cc1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2c(C)cc(C)cc2C=[N+]3c2ccccc2)c1,0.8018731587242417,647.4987768,9400,30,8,1,72
Cc1cc(C)c(C[N+]2=Cc3c(C)cccc3[O][Zr-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1,0.8015889555603164,644.9614146,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccc(C(C)C)cc2)[O]CC1,0.8015460605337478,644.5793129,9400,60,8,1,40
CCC1=[N+](c2ccc(F)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)(C)C)cc3)=C(CC)c3cc(C)cc1[n+]32,0.801486546582512,644.0495476,6200,60,1,1,28
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2F,0.8014387821146026,643.6246856,6200,60,10,1,72
Cc1cc2c(cc1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.8013569712393293,642.897634,6200,50,8,1,72
Fc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.8012677850949719,642.1059741,6200,50,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3c(C)cccc3F)=C(C)c3cccc1[n+]32,0.8011737605686383,641.272422,1800,60,10,1,27
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(F)c2C=[N+]1C,0.8004282051049229,634.7010702,6200,60,8,1,72
Cc1c(C)c(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1C,0.8003735194899856,634.2217285,9400,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1C,0.8002791380365766,633.395288,9400,60,8,1,40
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1ccccc1F)[N+](C)=C2,0.8002328765978117,632.9905983,6200,60,8,1,72
CCCc1ccccc1[N+]1=C(C)CC[O][Zr-2]12([Cl])([Cl])[O]CCC=[N+]2c1ccccc1,0.8002284651913283,632.9520214,9400,60,8,1,40
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cccc(F)c3C=[N+]1C)[N+](c1ccccc1)=C2,0.8001939401975579,632.6501876,6200,60,8,1,72
Cc1ccc(C[N+]2=Cc3ccccc3[O][Zr-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c(C)c1C,0.8001466483275436,632.2369735,9400,30,8,1,40
Cc1ccccc1[N+]1=CCC[O][Hf-2]12([Cl])([Cl])[O]C(C)CC=[N+]2c1ccccc1,0.8000358934693349,631.2703054,9400,60,8,1,72
Cc1ccc2c(c1)C=[N+](Cc1ccc(C)c(C)c1C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7998380249567199,629.546987,9400,30,10,1,40
Cc1ccc2c(c1)[O][Zr-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7998022478967811,629.2358924,9400,60,8,1,40
CCc1cccc2c1C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.799709035382589,628.4260975,9400,50,8,1,40
CCC1=[N+](c2ccccc2F)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C)c3cccc1[n+]32,0.7995115415849118,626.713788,700,70,6,1,28
Cc1ccc2c(c1)C(F)=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7994863258178883,626.4954986,6200,60,10,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3c(C(C)C)ccc1[n+]32,0.7994344597613002,626.0467402,700,60,6,1,27
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC(F)=[N+]2c2ccccc2)[O]1,0.7992674813192209,624.6041823,6200,60,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(Cc3c(C(C)C)cccc3C(C)C)c3cccc1[n+]32,0.7992295412593038,624.2768748,800,60,4,1,28
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2CCCc2ccccc2)[O]c2ccccc21,0.7991579009818449,623.6593043,9400,30,10,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)(C)CC=[N+]2c1ccccc1,0.7991445386193041,623.5441825,9400,60,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2cccc(F)c21,0.7989573069029523,621.9333439,6200,60,8,1,72
CC1=[N+](c2ccc(F)cc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7988638374689078,621.1307423,9400,60,8,1,40
C[N+]1=Cc2cc(F)ccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.7988493573920237,621.0064978,9400,60,10,1,40
Fc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]CCC=[N+]2c1ccccc1,0.798822852348215,620.7791388,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CC(c1ccccc1F)C(C)=[N+]2c1ccccc1,0.7987931791638019,620.5247024,6200,30,8,1,72
CCCc1ccc([N+]2=C(C)CC[O][Hf-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)cc1,0.7987308741562191,619.9907998,9400,60,8,1,72
Cc1ccc([N+]2=CCC(C)[O][Hf-2]23([Cl])([Cl])[O]C(C)CC=[N+]3c2ccccc2)cc1,0.7987038490811754,619.75936,9400,60,10,1,72
CC1(F)C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]C1)[O]c1ccccc1C=[N+]2c1ccccc1,0.7986976770022176,619.7065151,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CC(C1CCCCCC1)C=[N+]2c1ccccc1,0.7986625283827312,619.4056611,9400,60,8,1,40
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(CF)=[N+]2c1ccccc1,0.7986569148698311,619.3576258,6200,60,10,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)CC(c1c(C(C)C)cccc1C(C)C)=[N+]2c1ccccc1,0.7986413675108188,619.2246054,9400,30,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1ccc(C)c(C)c1C)[O]2,0.7984859895984924,617.8967879,9400,30,10,1,40
[Cl][Hf-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccc(Cc3ccccc3)cc1C=[N+]2c1ccccc1,0.7984848712178534,617.8872409,9400,30,10,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(ccc(F)c2C)C=[N+]1C,0.7984831310196858,617.872386,700,70,8,1,72
